# Classification des entrées de docs/memory/pitfalls.md par stack.
# Format : <PIT-ID><TAB><backend|frontend|both|tooling>
#
#   backend  -> pit-backend.md uniquement
#   frontend -> pit-frontend.md uniquement
#   both     -> les deux (contrat traversant : DTO/Zod, cookie, CORS…)
#   tooling  -> les deux (piège d'outillage/orchestration : worktree, RTK, CI, env)
#
# Une entrée ABSENTE de cette table part en `tooling` (visible des deux côtés) et
# est signalée par gen-pit-packs.sh : le mode d'échec est bruyant, jamais silencieux.
# À compléter en fin de sprint quand de nouveaux PIT sont consignés.

PIT-S60-007	frontend
PIT-S60-008	tooling
PIT-S60-009	tooling
PIT-S60-010	frontend
PIT-S61-001	frontend
PIT-S61-002	frontend
PIT-S61-003	frontend
PIT-S61-004	frontend
PIT-S61-005	tooling
PIT-S61-006	tooling
PIT-S61-007	tooling
PIT-S62-001	frontend
PIT-S62-002	frontend
PIT-S62-003	tooling
PIT-S62-004	frontend
PIT-S62-005	frontend
PIT-S62-006	frontend
PIT-S62-007	frontend
PIT-S62-008	frontend
PIT-S62-009	tooling
PIT-S62-010	tooling
PIT-S62-011	tooling
PIT-S62-012	tooling
PIT-S62-013	frontend
PIT-S62-014	tooling
PIT-S63-001	frontend
PIT-S63-002	frontend
PIT-S63-003	frontend
PIT-S63-004	tooling
PIT-S63-005	frontend
PIT-S63-006	frontend
PIT-S63-007	tooling
PIT-S63-008	tooling
PIT-S63-009	tooling
PIT-S63-010	frontend
PIT-S63-011	tooling
PIT-S63-012	frontend
PIT-S63-013	frontend
PIT-S63-014	frontend
PIT-S63-015	frontend
PIT-S63-016	frontend
PIT-S63-017	tooling
PIT-S64-001	tooling
PIT-S64-002	tooling
PIT-S64-003	frontend
PIT-S64-004	frontend
PIT-S64-005	tooling
PIT-S64-006	tooling
PIT-S64-007	tooling
PIT-S64-008	tooling
PIT-S64-009	frontend
PIT-S65-001	backend
PIT-S65-002	tooling
PIT-S65-003	tooling
PIT-S65-004	tooling
PIT-S65-005	tooling
PIT-S66-001	frontend
PIT-S66-002	frontend
PIT-S67-001	tooling
PIT-S67-002	tooling
PIT-S67-003	tooling
PIT-S67-004	tooling
PIT-S68-001	backend
PIT-S68-002	tooling
PIT-S69-001	frontend
PIT-S69-002	tooling
PIT-S70-001	tooling
PIT-S70-002	tooling
PIT-S70-003	frontend
PIT-S70-004	frontend
PIT-S70-005	tooling
PIT-S70-006	tooling
PIT-S71-001	tooling
PIT-S71-002	tooling
PIT-S71-003	frontend
PIT-S71-004	backend
PIT-S71-005	tooling
PIT-S71-006	tooling
PIT-S71-007	frontend
PIT-S71-008	frontend
PIT-S71-009	backend
PIT-S71-010	tooling
PIT-S72-001	backend
PIT-S72-002	frontend
PIT-S72-003	backend
PIT-S72-004	tooling
PIT-S72-005	tooling
PIT-S72-006	tooling
PIT-S72-007	frontend
PIT-S73-001	frontend
PIT-S73-002	frontend
PIT-S73-003	frontend
PIT-S73-004	tooling
PIT-S73-005	tooling
